iter	Logloss
0	0.6365367927
1	0.5861401777
2	0.5344443814
3	0.4842747967
4	0.4443435887
5	0.3999483606
6	0.3630225113
7	0.3302216527
8	0.2994572538
9	0.2695725991
10	0.2475432296
11	0.2266456798
12	0.2063692737
13	0.1867465873
14	0.1684278706
15	0.153616683
16	0.1423898925
17	0.1306286938
18	0.1213047409
19	0.1121817137
20	0.1031813133
21	0.09613198275
22	0.09023586199
23	0.08311155151
24	0.07655151386
25	0.069085046
26	0.06343680199
27	0.05846681554
28	0.05445238367
29	0.05055971711
30	0.04743776167
31	0.04456939838
32	0.04142431028
33	0.03879162296
34	0.03582222251
35	0.03318768795
36	0.03095198588
37	0.02909804748
38	0.02707974088
39	0.02510775074
40	0.0235033737
41	0.02213323403
42	0.02064162805
43	0.01960138081
44	0.0184402369
45	0.0175247497
46	0.01650992203
47	0.01559100153
48	0.01463677783
49	0.01383044837
50	0.01297928122
51	0.01225063449
52	0.01150439557
53	0.01091215653
54	0.01045947623
55	0.01001300936
56	0.009540261422
57	0.00905401946
58	0.008651306631
59	0.008198900842
60	0.007886651522
61	0.007571737491
62	0.007261516146
63	0.007019567185
64	0.006688390924
65	0.006421880963
66	0.006161107586
67	0.005894686897
68	0.005677268582
69	0.005472894561
70	0.005275922042
71	0.005099678849
72	0.004917701607
73	0.004728548488
74	0.004548358181
75	0.004396073982
76	0.004251700209
77	0.00409593345
78	0.00398920282
79	0.003837649697
80	0.003701616546
81	0.003595460156
82	0.003462450664
83	0.003358968925
84	0.003249264129
85	0.00313663331
86	0.003063750495
87	0.002979409254
88	0.002900814273
89	0.002812059573
90	0.002759411246
91	0.002680149954
92	0.002601672879
93	0.002519453297
94	0.002444748993
95	0.002373031615
96	0.002323038608
97	0.002263014847
98	0.002198389567
99	0.002139892687
100	0.002092474819
101	0.0020346235
102	0.002006023492
103	0.001969164512
104	0.001934004897
105	0.001891496904
106	0.001845034425
107	0.00179939877
108	0.001749597835
109	0.001715277262
110	0.001691202639
111	0.00165980613
112	0.00162234471
113	0.00158738351
114	0.001551797934
115	0.001512507717
116	0.00148823622
117	0.001454902248
118	0.001421908653
119	0.001399031318
120	0.001378452891
121	0.001349884051
122	0.001327852784
123	0.001307202796
124	0.001286937474
125	0.001260260532
126	0.001244935031
127	0.00121955426
128	0.00120123255
129	0.001179005224
130	0.00115948068
131	0.001147849658
132	0.001129671919
133	0.001115097394
134	0.001105267048
135	0.001089804938
136	0.001069629552
137	0.001057158168
138	0.001044108185
139	0.001025334377
140	0.001007100095
141	0.0009894196048
142	0.0009803097556
143	0.0009673093346
144	0.0009576860596
145	0.0009442943451
146	0.0009350530962
147	0.0009193707051
148	0.0009046363798
149	0.0008862494836
150	0.0008732471799
151	0.0008621954868
152	0.0008485505458
153	0.0008361625368
154	0.0008262773127
155	0.0008145778127
156	0.000802783805
157	0.0007930433015
158	0.0007838400124
159	0.0007752452636
160	0.0007645564904
161	0.0007548644987
162	0.0007440281389
163	0.0007343245187
164	0.0007343165449
165	0.0007252661495
166	0.0007252673455
167	0.0007170168401
168	0.0007085534203
169	0.0007014740087
170	0.0006926298873
171	0.0006926298873
172	0.0006843258288
173	0.0006760577146
174	0.0006760482877
175	0.0006684704898
176	0.0006614029105
177	0.0006513046036
178	0.0006513046036
179	0.0006513046036
180	0.0006434806138
181	0.0006352129824
182	0.0006284400493
183	0.000628412606
184	0.0006268006393
185	0.0006267906587
186	0.0006267867161
187	0.0006267755395
188	0.0006183785239
189	0.0006183785239
190	0.0006183763222
191	0.0006100477442
192	0.0006019606314
193	0.000601961823
194	0.000601961823
195	0.0006019566046
196	0.0006019708955
197	0.0006019467436
198	0.0006019459197
199	0.000595649024
200	0.0005956468179
201	0.0005956436372
202	0.0005956406293
203	0.0005956333421
204	0.0005956333421
205	0.0005956322081
206	0.0005956293729
207	0.0005956184577
208	0.0005956057616
209	0.0005894841838
210	0.0005894697157
211	0.0005894560805
212	0.0005894512829
213	0.0005894489838
214	0.0005806859518
215	0.000580692889
216	0.0005806954805
217	0.0005806917993
218	0.0005806892033
219	0.0005806836482
220	0.0005806794132
221	0.0005806822661
222	0.0005806735392
223	0.0005806824699
224	0.0005722983409
225	0.0005723087024
226	0.0005722994616
227	0.0005722815958
228	0.0005722833102
229	0.0005722866326
230	0.0005722798815
231	0.0005722836602
232	0.000572279248
233	0.000572279248
234	0.000572275992
235	0.0005652793487
236	0.0005652553785
237	0.0005652638264
238	0.0005652578283
239	0.0005652458321
240	0.0005652347883
241	0.0005652347883
242	0.0005652290427
243	0.0005652463637
244	0.0005652277315
245	0.0005652276473
246	0.0005652158549
247	0.0005652069464
248	0.0005652069464
249	0.000565208364
250	0.0005652115535
251	0.0005651809429
252	0.0005651907285
253	0.0005651703908
254	0.0005651698858
255	0.0005651867726
256	0.000557441511
257	0.0005574394511
258	0.0005574248945
259	0.0005574299047
260	0.0005574377102
261	0.0005574253375
262	0.0005574137045
263	0.0005574137045
264	0.0005574235876
265	0.0005574124243
266	0.0005574188476
267	0.000557416646
268	0.0005574160391
269	0.0005574078172
270	0.0005503450886
271	0.0005503680267
272	0.0005503445836
273	0.0005503503292
274	0.000550339312
275	0.0005429217659
276	0.0005429268337
277	0.0005429239985
278	0.000542928836
279	0.000542919706
280	0.0005429117366
281	0.0005429117366
282	0.0005429117366
283	0.0005429048614
284	0.0005428790616
285	0.0005428799431
286	0.0005428799431
287	0.000542875274
288	0.0005428847806
289	0.0005428651163
290	0.0005428843775
291	0.0005428579575
292	0.000542845226
293	0.0005360779809
294	0.0005360898176
295	0.0005360571072
296	0.0005360472905
297	0.0005360536208
298	0.0005360377706
299	0.0005360398305
300	0.0005360398305
301	0.000536063814
302	0.0005360486682
303	0.0005360402026
304	0.0005360402026
305	0.0005360196745
306	0.0005360262396
307	0.0005360211408
308	0.0005360176279
309	0.0005360109476
310	0.0005360126752
311	0.0005360039217
312	0.0005360125911
313	0.0005360060259
314	0.0005360070049
315	0.0005360004398
316	0.000536009911
317	0.000536009911
318	0.000536009911
319	0.0005359805141
320	0.0005359927185
321	0.0005359829594
322	0.0005359779802
323	0.0005359789282
324	0.0005359742502
325	0.0005359742502
326	0.0005359738604
327	0.0005359738604
328	0.00053595739
329	0.00053595739
330	0.00053595739
331	0.000535949239
332	0.0005359605574
333	0.0005359605574
334	0.0005359590025
335	0.0005359495314
336	0.000535942098
337	0.0005359499921
338	0.0005359198687
339	0.0005359303012
340	0.0005359348418
341	0.0005359293133
342	0.0005359177424
343	0.0005359043818
344	0.0005359074473
345	0.0005359081516
346	0.0005358911763
347	0.0005358953979
348	0.0005358828436
349	0.0005358828436
350	0.0005358830562
351	0.0005358737091
352	0.0005358737712
353	0.00053586667
354	0.0005358634052
355	0.0005308270032
356	0.0005308204957
357	0.0005308233441
358	0.0005308257628
359	0.000530823446
360	0.0005308127921
361	0.0005308127921
362	0.0005308142584
363	0.0005308066877
364	0.0005308155121
365	0.0005308155121
366	0.0005308174745
367	0.0005308042247
368	0.0005308042247
369	0.0005307988423
370	0.0005307988423
371	0.0005307727546
372	0.0005307818536
373	0.0005307740925
374	0.0005307771314
375	0.0005307730116
376	0.0005307745797
377	0.0005307766264
378	0.0005307643998
379	0.0005307525232
380	0.0005307488686
381	0.0005307488686
382	0.0005307464764
383	0.0005307283094
384	0.0005307244509
385	0.0005307346442
386	0.0005307093184
387	0.0005307138546
388	0.0005307138546
389	0.0005307138546
390	0.0005307233523
391	0.0005307364294
392	0.0005307364294
393	0.0005307132787
394	0.0005307173808
395	0.0005306996878
396	0.0005306910761
397	0.0005306910761
398	0.0005306879928
399	0.00053068716
400	0.0005306717307
401	0.0005306694803
402	0.0005306537718
403	0.0005306707605
404	0.0005306601199
405	0.000524429026
406	0.0005244325079
407	0.0005244294424
408	0.0005244158648
409	0.0005244171893
410	0.0005244249239
411	0.0005244082055
412	0.000524400967
413	0.0005244093307
414	0.0005244093307
415	0.0005244012948
416	0.0005243909466
417	0.0005243841954
418	0.0005243746312
419	0.0005243750033
420	0.0005243750033
421	0.000524380492
422	0.0005243735991
423	0.0005243713354
424	0.0005243713354
425	0.0005243583026
426	0.0005243445389
427	0.0005243565794
428	0.000524343334
429	0.0005243422531
430	0.0005179358458
431	0.0005179224719
432	0.0005179224719
433	0.0005179224719
434	0.0005179224719
435	0.0005179138469
436	0.0005179151448
437	0.0005179077557
438	0.0005178931548
439	0.0005179059129
440	0.0005178887204
441	0.0005179095809
442	0.000517887582
443	0.0005178869352
444	0.0005178673329
445	0.0005178893716
446	0.0005178719798
447	0.0005178712888
448	0.0005178525015
449	0.0005178606083
450	0.0005178601165
451	0.0005178703939
452	0.0005178547032
453	0.0005178451701
454	0.0005178447271
455	0.0005178455333
456	0.000511137866
457	0.000511137866
458	0.000511140741
459	0.000511120514
460	0.000511126202
461	0.0005048722897
462	0.0005048679573
463	0.0005039244143
464	0.0005039260578
465	0.0005039394893
466	0.000503941846
467	0.0005039426434
468	0.0005039316439
469	0.0005039203654
470	0.0005039258718
471	0.0004977315373
472	0.0004977351919
473	0.0004977375265
474	0.0004977375265
475	0.000497732246
476	0.0004977343015
477	0.0004977343015
478	0.0004977164667
479	0.0004977167059
480	0.0004977250297
481	0.0004977189253
482	0.0004977246532
483	0.0004916308509
484	0.000491609924
485	0.0004916061055
486	0.0004916116694
487	0.0004916134945
488	0.0004916020521
489	0.0004915975469
490	0.0004915975469
491	0.0004915954825
492	0.0004915879739
493	0.0004915983354
494	0.0004915802747
495	0.0004915861576
496	0.0004915534472
497	0.0004915679906
498	0.0004915706662
499	0.0004915517771
500	0.0004915533896
501	0.0004915448044
502	0.0004915278512
503	0.0004915265975
504	0.0004915355637
505	0.0004915339955
506	0.0004915339955
507	0.0004915116953
508	0.0004915136268
509	0.0004915126168
510	0.0004915126168
511	0.0004915121029
512	0.0004914969836
513	0.0004914969836
514	0.0004915045543
515	0.0004914938118
516	0.0004914848147
517	0.0004914971254
518	0.0004914834326
519	0.0004914912115
520	0.0004914912115
521	0.000491485045
522	0.0004914788963
523	0.0004914718705
524	0.0004914702846
525	0.0004914521176
526	0.0004914521176
527	0.0004914521176
528	0.0004914613362
529	0.0004914613362
530	0.0004914637505
531	0.0004914637505
532	0.0004914637505
533	0.000491445867
534	0.0004914565696
535	0.0004914565696
536	0.0004914565696
537	0.0004914470099
538	0.0004914529725
539	0.0004914543635
540	0.0004914343094
541	0.0004914343094
542	0.0004914330734
543	0.0004914330734
544	0.0004914330734
545	0.0004914262602
546	0.0004914386108
547	0.0004914252059
548	0.0004914442013
549	0.0004914362541
550	0.0004914362541
551	0.0004914334898
552	0.0004914334898
553	0.0004914383317
554	0.0004914383317
555	0.000491416129
556	0.000491416129
557	0.0004914177814
558	0.0004914069547
559	0.0004914127845
560	0.0004914127845
561	0.000491416386
562	0.000491404784
563	0.000491404784
564	0.000491404784
565	0.000491404784
566	0.0004914024894
567	0.0004913881099
568	0.000491396695
569	0.0004913948035
570	0.0004913818637
571	0.0004913704567
572	0.0004913804639
573	0.0004913654243
574	0.000491370501
575	0.000491370501
576	0.000491370501
577	0.0004913567506
578	0.0004913567506
579	0.000491353942
580	0.000491353942
581	0.0004913719142
582	0.0004913484002
583	0.0004913484002
584	0.0004913484002
585	0.000491348573
586	0.000491348573
587	0.0004913617342
588	0.0004913393012
589	0.0004913280891
590	0.0004913288466
591	0.0004913288466
592	0.0004913454366
593	0.0004913454366
594	0.0004913464422
595	0.0004913385836
596	0.0004913317128
597	0.0004913176478
598	0.0004913186844
599	0.0004913097139
600	0.0004913192337
601	0.0004913126509
602	0.0004913037291
603	0.0004913037291
604	0.0004912915025
605	0.0004913098158
606	0.0004912995384
607	0.0004912912722
608	0.0004912912722
609	0.0004912892876
610	0.0004912842464
611	0.0004912862354
612	0.0004912779249
613	0.0004912726444
614	0.000491284016
615	0.000491276937
616	0.0004912795507
617	0.0004912795507
618	0.0004912795507
619	0.0004912795507
620	0.0004912540566
621	0.0004912536712
622	0.0004912607059
623	0.0004912666685
624	0.0004912666685
625	0.0004912666685
626	0.0004912560988
627	0.0004912674615
628	0.0004912628233
629	0.0004912557266
630	0.0004912565152
631	0.0004912512214
632	0.0004912331917
633	0.0004912271759
634	0.0004912256476
635	0.0004912222631
636	0.0004912281549
637	0.0004912188964
638	0.0004912285713
639	0.0004912147235
640	0.0004912060408
641	0.000491216965
642	0.000491210896
643	0.0004912016464
644	0.0004911923746
645	0.0004911979518
646	0.0004911935574
647	0.0004911834085
648	0.0004911835369
649	0.0004911816852
650	0.0004911857563
651	0.0004911675981
652	0.000491175315
653	0.0004911770161
654	0.0004911623576
655	0.0004911539629
656	0.0004911539629
657	0.0004911539629
658	0.0004911539629
659	0.0004911648206
660	0.0004911649269
661	0.0004911649269
662	0.0004911589775
663	0.0004911589775
664	0.0004911584858
665	0.0004911446069
666	0.0004911462238
667	0.0004911467953
668	0.0004911279328
669	0.0004911402878
670	0.0004911315033
671	0.0004911331601
672	0.0004911392202
673	0.0004911405757
674	0.0004911287567
675	0.0004911338644
676	0.0004911226258
677	0.0004911132476
678	0.0004911191261
679	0.0004911061332
680	0.0004911117813
681	0.0004911061111
682	0.000491100268
683	0.0004911092607
684	0.0004911078653
685	0.0004910963387
686	0.0004910807277
687	0.0004910876207
688	0.0004910759877
689	0.0004910840679
690	0.0004910859373
691	0.0004910700428
692	0.000491068674
693	0.0004910691657
694	0.0004910642396
695	0.000491056381
696	0.0004910494127
697	0.0004910624854
698	0.000491045634
699	0.0004910589149
700	0.0004910491647
701	0.0004910331417
702	0.0004910436228
703	0.0004910293408
704	0.0004910322203
705	0.0004910263462
706	0.0004910060218
707	0.0004910034126
708	0.0004909974367
709	0.0004909874428
710	0.0004909833274
711	0.0004909738253
712	0.0004909839609
713	0.000490973967
714	0.0004909656787
715	0.0004909771078
716	0.0004909798145
717	0.0004909611558
718	0.0004909534256
719	0.0004909610406
720	0.0004909517998
721	0.0004909369375
722	0.0004909331942
723	0.0004909333714
724	0.0004909162631
725	0.0004909182654
726	0.0004909152708
727	0.0004909024285
728	0.0004909050643
729	0.0004908894843
730	0.0004908914468
731	0.0004908833844
732	0.0004908820864
733	0.0004908834685
734	0.0004908822592
735	0.0004908734171
736	0.0004908625372
737	0.0004908634852
738	0.0004908406092
739	0.0004908447822
740	0.0004908372203
741	0.0004908271999
742	0.000490821534
743	0.000490821534
744	0.0004908320994
745	0.0004908121161
746	0.0004908071634
747	0.0004908071634
748	0.0004908086032
749	0.0004907918714
750	0.0004907978784
751	0.0004907904361
752	0.0004907833926
753	0.0004907739923
754	0.0004907629619
755	0.0004907614646
756	0.0004907614646
757	0.000490763396
758	0.0004907567157
759	0.0004907579206
760	0.0004907592363
761	0.00049075742
762	0.000490749743
763	0.000490738748
764	0.0004907521529
765	0.0004907470231
766	0.0004907456852
767	0.0004907388499
768	0.0004907531275
769	0.0004907451625
770	0.0004907451625
771	0.0004907380968
772	0.0004907383848
773	0.000490735337
774	0.0004907349737
775	0.0004907173073
776	0.0004907456852
777	0.0004907216884
778	0.0004907275005
779	0.0004907334631
780	0.0004907231813
781	0.0004907347877
782	0.0004907241736
783	0.000490716532
784	0.0004907213296
785	0.0004907300078
786	0.0004907213208
787	0.0004907271594
788	0.0004906986219
789	0.0004907030253
790	0.0004907018735
791	0.0004907108396
792	0.000490708669
793	0.0004907161289
794	0.000490703136
795	0.0004906986662
796	0.0004906935851
797	0.0004907018868
798	0.0004906910911
799	0.0004906971689
800	0.0004906848272
801	0.0004906811681
802	0.0004906954235
803	0.0004906772875
804	0.000490683578
805	0.0004906873788
806	0.0004906739297
807	0.0004906744967
808	0.0004906841937
809	0.0004906818636
810	0.000490671914
811	0.0004906631473
812	0.0004906668019
813	0.0004906727026
814	0.0004906641839
815	0.0004906661685
816	0.0004906520858
817	0.0004906683878
818	0.0004906651762
819	0.0004906682151
820	0.0004906725209
821	0.0004906671209
822	0.0004906686714
823	0.0004906489804
824	0.0004906566796
825	0.0004906473945
826	0.0004906409623
827	0.0004906508543
828	0.0004906481122
829	0.0004906496449
830	0.0004906310703
831	0.0004906456403
832	0.0004906391903
833	0.0004906365368
834	0.0004906322177
835	0.0004906331302
836	0.0004906297724
837	0.0004906367273
838	0.0004906281599
839	0.0004906271676
840	0.0004906314557
841	0.0004906213201
842	0.0004906324215
843	0.0004906255684
844	0.000490625307
845	0.0004906089252
846	0.0004906111712
847	0.0004906074279
848	0.000490610901
849	0.0004906153752
850	0.0004906123806
851	0.0004906112199
852	0.0004906097448
853	0.0004905820889
854	0.0004906029493
855	0.0004905957684
856	0.0004905983112
857	0.0004905936952
858	0.0004905995117
859	0.0004905796259
860	0.000490603441
861	0.0004905822617
862	0.0004905808219
863	0.0004905900982
864	0.0004905789171
865	0.0004905793689
866	0.000490585429
867	0.0004905745138
868	0.0004905656717
869	0.0004905631422
870	0.0004905701104
871	0.0004905655609
872	0.0004905716343
873	0.0004905757896
874	0.0004905685865
875	0.0004905641478
876	0.0004905526345
877	0.0004905670139
878	0.0004905556867
879	0.0004905594255
880	0.0004905602583
881	0.0004905516244
882	0.0004905490019
883	0.00049055908
884	0.0004905535249
885	0.0004905494095
886	0.0004905586193
887	0.0004905394156
888	0.000490554464
889	0.0004905413426
890	0.0004905324607
891	0.0004905373114
892	0.0004905300375
893	0.0004905410414
894	0.0004905262145
895	0.0004905310342
896	0.0004905254526
897	0.000490527858
898	0.0004905205708
899	0.0004905223295
900	0.0004905303432
901	0.0004905261569
902	0.0004905151132
903	0.0004905127786
904	0.0004905359027
905	0.0004905161631
906	0.0004905322436
907	0.0004905055623
908	0.0004905080563
909	0.0004905097308
910	0.0004905073963
911	0.0004904970303
912	0.0004905081759
913	0.0004905081184
914	0.000490487063
915	0.0004904919315
916	0.0004904919315
917	0.0004904919315
918	0.0004904919315
919	0.0004904919315
920	0.0004904919315
921	0.0004904919315
922	0.0004904919315
923	0.0004904919315
924	0.0004904919315
925	0.0004904919315
926	0.0004904919315
927	0.0004904919315
928	0.0004904919315
929	0.0004904919315
930	0.0004904919315
931	0.0004904919315
932	0.0004904919315
933	0.0004904919315
934	0.0004904919315
935	0.0004904919315
936	0.0004904919315
937	0.0004904919315
938	0.0004904919315
939	0.0004904919315
940	0.0004904919315
941	0.0004904919315
942	0.0004904919315
943	0.0004904919315
944	0.0004904919315
945	0.0004904919315
946	0.0004904919315
947	0.0004904919315
948	0.0004904919315
949	0.0004904919315
950	0.0004904919315
951	0.0004904919315
952	0.0004904919315
953	0.0004904919315
954	0.0004904919315
955	0.0004904919315
956	0.0004904919315
957	0.0004904919315
958	0.0004904919315
959	0.0004904919315
960	0.0004904919315
961	0.0004904919315
962	0.0004904919315
963	0.0004904919315
964	0.0004904919315
965	0.0004904919315
966	0.0004904919315
967	0.0004904919315
968	0.0004904919315
969	0.0004904919315
970	0.0004904919315
971	0.0004904919315
972	0.0004904919315
973	0.0004904919315
974	0.0004904919315
975	0.0004904919315
976	0.0004904919315
977	0.0004904919315
978	0.0004904919315
979	0.0004904919315
980	0.0004904919315
981	0.0004904919315
982	0.0004904919315
983	0.0004904919315
984	0.0004904919315
985	0.0004904919315
986	0.0004904919315
987	0.0004904919315
988	0.0004904919315
989	0.0004904919315
990	0.0004904919315
991	0.0004904919315
992	0.0004904919315
993	0.0004904919315
994	0.0004904919315
995	0.0004904919315
996	0.0004904919315
997	0.0004904919315
998	0.0004904919315
999	0.0004904919315
